=== Файл: ServerLog_2025-02-17 13.48.txt ===
17.02.2025 13:48:09.9423 [ERROR] ConvertToBunkers          Бункера не найдены или не настроены
17.02.2025 14:11:43.3510 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Ошибка драйвера ModbusTCP: Удаленный хост принудительно разорвал существующее подключение
17.02.2025 14:11:43.3520 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Связь с контроллером <192.168.1.3:502> потеряна
17.02.2025 14:46:25.6230 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Ошибка драйвера ModbusTCP: Удаленный хост принудительно разорвал существующее подключение
17.02.2025 14:46:25.6230 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Связь с контроллером <192.168.1.3:502> потеряна

=== Файл: ServerLog_2025-02-17 14.49.txt ===
17.02.2025 15:46:36.0817 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Ошибка драйвера ModbusTCP: Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
17.02.2025 15:46:36.0817 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Связь с контроллером <192.168.1.3:502> потеряна
17.02.2025 16:08:17.5366 [ERROR] ConvertToBunkers          Бункера не найдены или не настроены
17.02.2025 16:09:45.5441 [ERROR] ConvertToBunkers          Бункера не найдены или не настроены
17.02.2025 16:19:20.3664 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Ошибка драйвера ModbusTCP: Программа на вашем хост-компьютере разорвала установленное подключение
17.02.2025 16:19:20.3664 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Связь с контроллером <192.168.1.3:502> потеряна
17.02.2025 16:19:36.4512 [ERROR] BSUVariablesProxy         241103001.179125 Технострой. Связь с контроллером <192.168.1.3:502> потеряна
18.02.2025 08:26:08.9532 [ERROR] Login                     Ошибка авторизации System.InvalidOperationException: Неверный логин и/или пароль
18.02.2025 08:26:08.9532 [ERROR] Login                     Ошибка авторизации: Неверный логин и/или пароль <> IP: 127.0.0.1. Программа: SmartMix Лаборант

=== Файл: ServerLog_2025-02-18 08.26.txt ===
﻿18.02.2025 08:26:17.9275 [ERROR] Login                     Ошибка авторизации System.InvalidOperationException: Неверный логин и/или пароль
18.02.2025 08:26:17.9275 [ERROR] Login                     Ошибка авторизации: Неверный логин и/или пароль <Администратор> IP: 127.0.0.1. Программа: SmartMix Лаборант
18.02.2025 08:27:03.0853 [ERROR] ConvertToBunkers          Бункера не найдены или не настроены
18.02.2025 08:32:29.8550 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:29.8550 [ERROR] LineHandler_LineIdentifierMatch 241103001.179125 Технострой. Код проекта на контроллере не совпадает с кодом проекта на сервере. Возможно, на контроллере установлена программа, предназначенная для другого проекта
18.02.2025 08:32:29.9388 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:30.0375 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:30.2230 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:30.3148 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:30.4484 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:30.5681 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:30.6589 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:30.7696 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:30.9082 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:30.9970 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:31.1446 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:31.1795 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:31.3341 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:31.4807 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:31.5286 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:31.6193 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
18.02.2025 08:32:31.7300 [ERROR] .ctor                     241103001.179125 Технострой. Регистрация сервера завершилась с ошибкой: "Не совпадают коды проектов SmartMix и PLC: 241103001 VS 0"
